"Source", "Source ID", "Category", "Name", "Threadcount" 
"House of Tartan" "684" "" "Balfour Hunting Family Tartan" "B=2C2C80BLUE;T=604000BROWN;R=C80000RED;Y=E8C000YELLOW; B/36Y4T12Y4T38R/6"
"House of Tartan" "7563" "" "Ballantyne Personal Tartan" "R=701820TULIP;DY=C8A438MARIGOLD;G=245024JADE;N=8C8C8CGREY ; N/120G26N18R16DY/8"
"House of Tartan" "1708" "" "Ballater Trade or 'Fancy' Tartan" "K=101010BLACK;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE; R/24W4LT6W4R6K10R4LT36W/4"
"House of Tartan" "1541" "" "Ballintrae Trade Tartan" "T=604000BROWN;DG=003820DARK GREEN;LG=289C18LIGHT GREEN;R=C80000RED; R/10LG44T5DG40T62R5T/10"
"House of Tartan" "1302" "" "Balmoral Royal Tartan" "K=101010BLACK;N=888888GREY;LV=C49CD8LGT VIOLET;R=C80000RED; N/4R2N16LV4K4N2LV2N2LV8N4K2N2R/2"
"House of Tartan" "1300" "" "Balmoral (Old and Rare) Royal Tartan" "K=101010BLACK;DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;R=C80000RED; LN/9R5LN47DN13K11LN5DN5LN5DN21LN11K5LN5R/5"
"House of Tartan" "1524" "" "Baluchistan Fitzgerald Regimental Tartan" "SCR=A00048CRIMSON;OG=5C6428OLIVE GREEN;W=E0E0E0WHITE; SCR/10OG40SCR10OG6SCR8OG10SCR72OG2W/8"
"House of Tartan" "2150" "" "Banff and Buchan District Tartan" "A=5C8CA8AZURE;B=2C2C80BLUE;DB=202060DARK BLUE;W=E0E0E0WHITE;Y=E8C000YELLOW; DB/52W4DB6B30A52B4A6Y/8"
"House of Tartan" "2462" "" "Bank of Scotland Corporate Tartan" "K=101010BLACK;DB=202060DARK BLUE;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8DB60K46DB48Y/8"
"House of Tartan" "3650" "" "Bank of Scotland 2000 Corporate Tartan" "BN=14283CBLUE GREY;DR=880000DARK RED;MY=D09800M YELLOW;NB=003C64NAVY BLUE;BB=3850C8OLD BLUE;RB=1C0070ROYAL BLUE;HT=501400HUNTING BROWN; BB128RB6BN8DR10BN16NB24BB6NB8BB4MY2.BB128RB6BN8DR10BN16HT24BB6HT8BB4MY2BB4HT8BB6HT24BN16DR10BN8RB6"
"House of Tartan" "1743" "" "Bannockbane Trade Tartan" "DT=441800DARK BROWN;LT=A08858LIGHT BROWN;O=D87C00ORANGE;W=E0E0E0WHITE; LT/4O4LT30W20O2DT30O4DT/4"
"House of Tartan" "27" "" "Bannockbane Trade Tartan" "B=2C2C80BLUE;LB=2888C4LIGHT BLUE;W=E0E0E0WHITE; B/4LB4B30LB2W20LB30B4LB/4"
"House of Tartan" "665" "" "Bannockbane Blue Trade Tartan" "A=5C8CA8AZURE;K=101010BLACK;W=E0E0E0WHITE;Y=E8C000YELLOW; K/8Y4K26Y2W16A26Y4A/8"
"House of Tartan" "909" "" "Bannockbane Hunting Trade Tartan" "T=604000BROWN;G=006818GREEN;W=E0E0E0WHITE; G/4T4G30T2W2G30T4G/4"
"House of Tartan" "3653" "" "Bannockbane Navy Fashion Tartan" "FG=A07C58FADED GREEN;LDR=980044LINDSAY;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE B/6LDR4RB60LDR2W36FG60LDR4FG/6"
"House of Tartan" "1607" "" "Barbecue Plaid Tartan" "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/2K2R2K2R2K28W16R4K4Y/4"
"House of Tartan" "2489" "" "Barbour Corporate Tartan" "R=C80000BASIC RED;K=101010BLACK;CW=FCFCFCCLEAR;Y=E8C000GOLD;LT=6C6044LIGHT BROWN;DT=441800DARK BROWN; LT/8Y4LT42DT22CW4K40R/6"
"House of Tartan" "1879" "" "Barclay Dress Clan Tartan" "K=101010BLACK;W=E0E0E0WHITE;Y=E8C000YELLOW; W/8Y48K48Y/8"
"House of Tartan" "705" "" "Barclay Hunting Clan Tartan" "DB=202060DARK BLUE;G=006818GREEN;R=C80000RED; G/2DB32G32R/2"
"House of Tartan" "10671" "" "Barkway Wedding 2012 Name Tartan" "R=B62531SCARLET;W=E5E0D2MUTED WHITE;G=124B24OLD GREEN;BG=052F14BOTTLE GREEN;K=1C1714BLACK;N=3F4441CHARCOAL GREY; G/6BG4G4BG32G4BG4G4BG4G8N8K4N4K4N4K48R4K4W/6"
"House of Tartan" "2244" "" "Barnes Family Tartan" "RB=1C0070ROYAL BLUE;G=006818GREEN;DR=880000DARK RED;MY=D09800M YELLOW;K=101010BLACK;LN=C0C0C0LIGHT GRAY;SB=A8ACE8SKY BLUE;PH=6C0070HEATHER; RB/40K6RB6K6RB6K32G6MY6G24DR/4"
"House of Tartan" "6005" "" "Baru Weavers Tartan" "P=780078PURPLE;W=E0E0E0WHITE;G=006818GREEN;LP=B468ACMAUVE;DG=003820DARK GREEN; P/46DG16P46DG70W/10"
"House of Tartan" "10628" "" "Baseggio Name Tartan" "B=5F749CBALMORAL BLUE;Y=E0A126GOLD;W=F9F5EFPEROXIDE WHITE;G=649848ROSS GREEN;R=CA2625BRIGHT SCARLET;DB=041B67ILLINOIS NAVY B/16DB24G4W4R4DB24B16DB8Y4DB4Y4DB4Y4DB8Y12DB/12"
"House of Tartan" "6006" "" "Bath Fashion Tartan" " "
"House of Tartan" "5768" "" "Batten of Argyll Clan Tartan" "DP=440044DARK PURPLE;R=C80000RED;HG=285800HUNTING GREEN;P=780078PURPLE;DG=003820DARK GREEN;K=101010BLACK;MP=9C68A4MAUVE;DR=880000DARK RED;OG=5C6428OLIVE GREEN;G=006818GREEN; P/10K2OG10DP30DG30G56K4R/8"
"House of Tartan" "3664" "" "Baxter Clan/Family Tartan" "K=101010BLACK;CW=FCFCFCCLEAR;DR=880000DARK RED;FSB=4468A4FS BLUE;G=006818GREEN;MY=D09800M YELLOW; FSB8G64K4FSB8K4MY16K4MY16K4FSB8K4DR64CW8DR64K4FSB8K4MY16K4MY16K4FSB8K4G64"
"House of Tartan" "175" "" "Baxter Clan Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; A/2G32K2A4K2Y86K2A4K2R32W/4"
"House of Tartan" "106" "" "Bean Hunting Clan Tartan" "DB=202060DARK BLUE;DG=003820DARK GREEN;RB=1C0070ROYAL BLUE;S=C8002CSCARLET; RB/6DG41DB20S15DG41S15DB/6"
"House of Tartan" "6799" "" "Bear Corporate Tartan" "SW=F0E8D0SOFT WHITE;DW=B0B0B0GRAY;ET=744000EARTH;FG=A07C58FAWN;OO=D07C00ORANGE;CW=FCFCFCBRIGHT WHITE;K=101010BLACK;Y=F0C800YELLOW;OT=603800DARK BROWN; K2DW4K2OT48FG4OT4FG24OT8OO8Y8SW8CW8DW8K8FG24OT4FG4OT48"
"House of Tartan" "545" "" "Beatrice Princess.. (Hunting) Royal Family Tartan" "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;RB=1C0070ROYAL BLUE;Y=E8C000YELLOW; RB/10R5G5R5G60RB13G10DB67G5K5G5K5G13Y/10"
"House of Tartan" "7039" "" "Beckett Beaumont Artifact Tartan" "W=E4E4E4WHITE;AK=141010ANC BLACK;OT=403828OLIVE BROWN;R=C80000RED;HG=405C34HUNTING GREEN;DBG=204844DARK TEAL; W/108DBG14W38AK10W16HG16W16HG32AK16OT16W42R22HG14DBG22HG16W/14"
"House of Tartan" "6007" "" "Bedford Check Weavers Tartan" "DN=5C5C5CDARK GREY;LB=2888C4LIGHT BLUE;K=101010BLACK;N=888888GREY; LB/4K8N12LB/6"
"House of Tartan" "10723" "" "Begg (Scarfskerry) Name Tartan" "LP=723392LIGHT PURPLE;P=421162PURPLE;G=005020GREEN;LG=379404LIGHT GREEN;B=020660BLUE;LB=180972LIGHT BLUE;DB=050738DARK BLUE; LP/4G30B12LG3DB2LB3DB26P4DB/2"
"House of Tartan" "3672" "" "Belfrage Swedish Family Tartan" "WB=000048BLUE;WG=004028GREEN;WS=C80000SCARLET;MY=C8A050MEDIUM YELLOW;WT=3C0014BROWN;W=C8C8C8WHITE;NN=646464MEDIUM GREY;P=64008CPURPLE; WB/44NN10WT18WG28WB20MY/4"
"House of Tartan" "1489" "" "Bell Family Tartan" "AG=00643CANC GREEN;K=101010BLACK;R=C80000RED;SB=A8ACE8SKY BLUE;Y=E8C000YELLOW; R/6AG4K18SB4K4SB48Y4SB4Y/2"
"House of Tartan" "10715" "" "Bell Rock Lighthouse 200th Anniv Commemorative Tartan" "R=FF0000BRIGHTSCARLET;DR=810519DARKRED;K=000000BLACK;DB=202C54DARKBLUE;B=58607EBLUE;W=FFFFFFWHITE; R/6DR8K4DR2K32DB62B4DB8B16W/12"
"House of Tartan" "370" "" "Bell Southern Family Tartan" "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; B/8K8W8K8W8R8K/8"
"House of Tartan" "6500" "" "Ben Lomond Fashion Tartan" "K=1E1A10BLACK;W=E0E0E0WHITE;G=3A5134GREEN;B=2D5C71BLUE; W/6G5K6G42B42K5B5K/5"
"House of Tartan" "10222" "" "Bennett, John Paul Personal Tartan" "R=C80000RED;W=E0E0E0WHITE;G=006818GREEN;DN=74787CDARK GREY;N=888888GRAY;K=101010BLACK;T=604000BROWN; R/4DN36K4DN6K40T60W/4"
"House of Tartan" "5735" "" "Benyon Welsh Name Tartan" "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;HG=285800HUNTING GREEN;Y=E8C000YELLOW; K4Y2HG7DB11Y1DB11HG7DB4HG3DB6K1DB6HG3K1DB22.K24Y4DG12DB24Y1DB24DG12DB5DG3DB6K4DB6DG3K2DB32K2DG3DB6K4DB6DG3DB5DG12DB24Y1DB24DG12Y4K12"
"House of Tartan" "696" "" "Bermuda Plaid District Tartan" "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; A/16B4A16G24B24R16A/66"
"House of Tartan" "2011" "" "Berwick District Tartan" "K=101010BLACK;G=006818GREEN;N=888888GREY;LB=2888C4LIGHT BLUE;O=D87C00ORANGE;R=C80000RED; LB8R16K10G4K8G4K10N76O10G4O8G4O10R16"
"House of Tartan" "2428" "" "Bethune Name Tartan" "LB=2888C4LIGHT BLUE;G=006818GREEN;W=E0E0E0WHITE;YY=FCCC00YELLOWBASIC;K=101010BLACK;XR=C80000BASIC RED;B=2C2C80BLUE; LB8B72YY16K20YY4K4W4K8G32XR24K4XR12W4XR12K4XR24G32K8W4K4YY4K20YY16B72"
"House of Tartan" "6953" "" "Bhoyrub Clan/Family Tartan" "DY=E8C000GOLD;R=C80000RED;BL=1474B4BALMORAL BLUE;P=780078PURPLE;G=006818GREEN;W=E0E0E0WHITE;NB=003C64NAVY BLUE;K=101010BLACK; W/6NB48K6NB6K24NB6G12R14NB6DY6G6NB/40"
"House of Tartan" "10728" "" "Binder Wedding (Personal) Name Tartan" "PG=86C67CPALE GREEN;B=0000CDBLUE;K=101010BLACK;W=FFFFFFWHITE;Y=FFE600YELLOW G/2B2K2B60K60W4B10Y/2"
"House of Tartan" "2157" "" "Birch Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;S=C8002CSCARLET;W=E0E0E0WHITE; W/6K2A36K20S4K20G46P8G/6"
"House of Tartan" "10594" "" "Bird Family Tartan" "B=414C6CBALMORAL BLUE; LB=738182PASTEL BLUE; G=486934ROSS GREEN; Y=7C7D5DYELLOW SAGE GREEN; W=FFFFFFPEROXIDE WHITE; W/6B38W2LB34Y22G20W2B6W/2"
"House of Tartan" "658" "" "Birral Burrell Clan Tartan" "A=5C8CA8AZURE;G=006818GREEN;P=780078PURPLE;R=C80000RED;LR=D05054ROSE;W=E0E0E0WHITE; P/32W4R16LR8P4LR8R16W4G64W4P16A8W4A8P16W4R/130"
"House of Tartan" "1087" "" "Birse Family Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/8G32K28Y6B32R/8"
"House of Tartan" "1478" "" "Bisset Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/12G24K8G8K4Y4G8B12W/4"
"House of Tartan" "2761" "" "Black Clan/Family Tartan" "K=101010BLACK;GO=BC8C00DARK GOLD;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;YY=FCCC00YELLOW-BASIC;MY=D09800M YELLOW; MY/4K34LN12K4DR12K/34"
"House of Tartan" "2042" "" "Black and White Corporate Tartan" "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE; K38N12K6N30W6N24W18N6W40N6W40K38R8K10W6"
"House of Tartan" "3333, "Black Camel Tartan", P, "white W=E0E0E0WHITE;" "" "" " "
"House of Tartan" " black K=101010BLACK;", "K6W6K4W12K320"" "" "" " "
"House of Tartan" "5815" "" "Black Hills (South Dakota) American Corporate Tartan" "K=101010BLACK;B=2C2C80BLUE;DY=E8C000GOLD;HG=285800HUNTING GREEN;R=C80000RED;W=E0E0E0WHITE;WG=408060WTHRD GREEN; K/4DY4K18B14K4R28WG28W4B/6"
"House of Tartan" "6183" "" "Black Isle Corporate Tartan" "K=000000;N=8E8E8E; K/96N44K20N20K4N/8"
"House of Tartan" "6622" "" "Black Scottish National Tartan" "K=080808;W=E0E0E0WHITE;L=928D89;G=534E4B;P=58486C; P/6K2L14K14G14K2G6K2G14K14L2P2L2W2L/16"
"House of Tartan" "3193" "" "Black Shadow Fashion Tartan" "B=323232;K=080808; B/18K6B34K12B8K8B24K6B24K6B/14"
"House of Tartan" "10119" "" "Black Spirit Fashion Tartan" "K=010204BLACK;N=121617DARKGREY; K/6N90K6N8K26N8K/34"
"House of Tartan" "207" "" "Black Watch Regimental Tartan" "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN; DB/22K2DB2K2DB2K16DG16K2DG16K16DB16K2DB/2"
"House of Tartan" "2201" "" "Black Watch (Large sett) Regimental Tartan" "DB=202060DARK BLUE;DG=006818GREEN;K=000000BLACK; DB/22K2DB2K2DB2K16DG16K2DG16K16DB16K2DB/2"
"House of Tartan" "2200" "" "Black Watch (Miniature) Regimental Tartan" "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN; K/2G12K6DB2K2DB2K2DB/24"
"House of Tartan" "1965" "" "Black Watch Dress Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B20K4B4K4B20K18G22K6G22K20W6B8W30B4W8B4W30B8W6K20B20K4B4K4B20"
"House of Tartan" "10703" "" "Blackburn Appalachian Hunting Name Tartan" "G=124B24CELTIC GREEN;K=120A01BLACK;Y=F9C75CBRIGHT YELLOW;R=DD1212SCARLET; G/14K4G14Y2K4Y2K20Y6R20Y6K20Y2G22K4G6K/4"
"House of Tartan" "1230" "" "Blackcraig Family Tartan" "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE; K/20W20K20W20K20W20R6W12K6W6K6W6K6W6K/6"
"House of Tartan" "6711" "" "Blackdown Hills Corporate Tartan" "KR=C85858TERRA COTTA;WW=F8F8F8WILSON WHITE;R=C80000RED;DB=202060DARK BLUE;O=D87C00ORANGE;GN=406054GREEN GREY;K=101010BLACK;BN=34506CBLUE GREY; K/32BN32O8BN32KR32DB32WW/8"
"House of Tartan" "1881" "" "Blackstock Dress Family Tartan" "K=101010BLACK;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; Y/8G28K24R48K4R4Y/8"
"House of Tartan" "1120" "" "Blackstock Hunting Family Tartan" "K=101010BLACK;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/8G4Y4G48K24R28K/8"
"House of Tartan" "416" "" "Blair Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/12R4B40K32G40R4G/12"
"House of Tartan" "483" "" "Blair Dress Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/4R4B32K12G32R4G4R4G32K12W40R4W/4"
"House of Tartan" "443" "" "Blairlogie or Blair Athol District Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/4R2B20G6B10G50K2G2W6G2K2G50B10G6B20R6K/40"
"House of Tartan" "2221" "" "Blairmore Corporate School Tartan" "BE=003478MUTED BLUE;BG=0C5454BLUEGREEN;R=8C0000RED;Y=C88C00YELLOW;W=C8C8C8WHITE;XT=3C2010BROWN; BE/68W8BE8R8BE8XT48BG64Y/12"
"House of Tartan" "2321" "" "Blais Family Tartan" "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;N=888888GREY;Y=E8C000YELLOW;DN=787878DARK GREY;ASR=CC4438SCARLET OLD; ASR8N4K2ASR20K2N4K2B6T2Y2B40Y2T2B6K2N4K2ASR20K2N4"
"House of Tartan" "1420" "" "Blue Family Tartan" "A=5C8CA8AZURE;B=2C2C80BLUE;DB=202060DARK BLUE;R=C80000RED;W=E0E0E0WHITE; R/4B22R6B22A24DB20W/4"
"House of Tartan" "7849" "" "Blue (Plain colour) Tartan" "B=2C2C80BLUE; B60"
"House of Tartan" "7001" "" "Blue Spirit Fashion Tartan" "K=1E1A10BLACK;W=E0E0E0WHITE;B=1B056ABLUE; W/2B4K4B80K34B6K24B/6"
"House of Tartan" "10194" "" "Bodog Corporate Tartan" "DR=880000DARK RED;K=101010BLACK; K/120DR2K/160"
"House of Tartan" "6889" "" "bodog.com Corporate Tartan" "LN=C0C0C0LIGHT GRAY;K=101010BLACK;XR=C80000BASIC RED; XR6K50XR50K20LN6K20XR50K50"
"House of Tartan" "2229" "" "Bon Accord Corporate Com Tartan" "CW=FCFCFCCLEAR;NB=003C64NAVY BLUE;R=C80000RED; R6NB50R6NB6R34CW6R12CW6R34NB6R6NB50"
"House of Tartan" "285" "" "Bonner (Bonnar) Family Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/24K4B4K4B4K24R6K4R10G20R6K2R/26"
"House of Tartan" "1450" "" "Bonnie Brae Corporate Tartan" "BR=B03000BRICK RED;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/6DB3Y3BR32DB24G32Y3G3Y3G3Y/6"
"House of Tartan" "816" "" "Borthwick Family Tartan" "K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;N=888888GREY; G/24K4SCR24K6N24K32N24K6SCR/12"
"House of Tartan" "820" "" "Borthwick Dress Artifact Tartan" "K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;W=E0E0E0WHITE; G/14K2SCR14K2W14K20W14K4W/8"
"House of Tartan" "6359" "" "Boswell Dress Personal Tartan" "K=101010BLACK;W=E0E0E0WHITE;R=C80000RED;B=2C2C80BLUE; B16W26R6W4K10W4R6W26"
"House of Tartan" "2119" "" "Boucherville (Tartan de..) District Tartan" "B=2C2C80BLUE;G=006818GREEN;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW; B/12N4G4N4G4W8N10Y4G/40"
"House of Tartan" "2118" "" "Boucherville Formal District Tartan" "B=2C2C80BLUE;G=006818GREEN;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW; G/1N4B4N4B4W8N10Y4W/40"
"House of Tartan" "434" "" "Bowie (Dalgety) Family Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;UT=480800UMBER;W=E0E0E0WHITE;Y=E8C000YELLOW; B/16R4B6R8B26W4UT26W4G26R8G8Y4G/16"
"House of Tartan" "1796" "" "Bowling Irish Family Tartan" "K=101010BLACK;B=2C2C80BLUE;DY=E8C000GOLD;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; W/2B28Y6K12G4K4W4K4G16DY12K4DY6W/4"
"House of Tartan" "1819" "" "Boyd Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4K4R4G4R48K24B4K4B4K4G24Y/4"
"House of Tartan" "10735" "" "Bradwell, Amy Name Tartan" "W=E5E0D2MUTED WHITE;DR=86264DMAGENTA;R=CA2625BRIGHT SCARLET;B=5F749CBALMORAL BLUE;Y=E0A126GOLD;N=CCBAAFMORNING GREY; R/8N6DR4W8DR4W6DR8W6DR12W4DR16W4DR12W4B8Y/6"
"House of Tartan" "1628" "" "Braemar Castle Corporate Tartan" "K=101010BLACK;DT=441800DARK BROWN;LT=A08858LIGHT BROWN;R=C80000RED;Y=E8C000YELLOW; R/104K10Y10K16LT10DT10K4R12K2Y/4"
"House of Tartan" "908" "" "Braemar House Corporate Tartan" "T=604000BROWN;G=006818GREEN;LG=289C18LIGHT GREEN;OG=5C6428OLIVE GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; G/6T4LG24OG24W2G2Y/6"
"House of Tartan" "1741" "" "Braemar or Blair Atholl Trade Tartan" "K=101010BLACK;T=604000BROWN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE; LT/4K4LT44K4LT20K4T12K20W8T/4"
"House of Tartan" "1449" "" "Braken Tartan" "B=2C2C80BLUE;DB=202060DARK BLUE;R=C80000RED;Y=E8C000YELLOW; R/12B10Y78DB11Y8DB15R6DB27Y/20"
"House of Tartan" "1884" "" "Brandon Manitoba Trade Tartan" "K=101010BLACK;DY=E8C000GOLD;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; Y/10K3G35W3K35DY/83"
"House of Tartan" "10666" "" "Brave for Men Fashion Tartan" "LN=778899PEBBLE;DN=3D3D3DCHARCOAL;T=906C5AMOORLAND;K=101010BLACK; K/5T5K5T34DN33K6DN5LN/2"
"House of Tartan" "2185" "" "Braveheart Commemorative Tartan" "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE; K/60B6K8P4K4P4K4DG20R12K4R6W/4"
"House of Tartan" "2236" "" "Braveheart - Warrior (dress) Universal Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;WW=FCFCFCWILSON WHITE; K/8R8WW6R18G30WW6K6WW6K6WW20B12WW/84"
"House of Tartan" "2231" "" "Braveheart Warrior Corporate Tartan" "K=101010BLACK;DG=003820DARK GREEN;DP=440044DARK PURPLE;DR=880000DARK RED;LN=C0C0C0LIGHT GRAY;RB=1C0070ROYAL BLUE; K96RB8K12DP4K4DP8K4DG20DR8K4DR8LN4DR8K4DR8DG20K4DP8K4DP4K12RB8"
"House of Tartan" "2237" "" "Braveheart -Warrior (hunting) Universal Tartan" "DB=202060DARK BLUE;DR=880000DARK RED;G=006818GREEN; G/12DB8G160DB4G8DB4G36DR16G12DR/8"
"House of Tartan" "7245" "" "Brehat Personal Tartan" "W=E0E0E0WHITE;G=006818GREEN;B=2C2C80BLUE;K=101010BLACK;P=780078PURPLE;R=C80000RED; W/2G50B50W14K14P3B6W6R6P4G/30"
"House of Tartan" "3902" "" "Breton District Tartan" "K=101010BLACK;B=2C2C80BLUE;LG=289C18LIGHT GREEN;W=E0E0E0WHITE; W/8K54W16K8W16K8W16B22LG/12"
"House of Tartan" "10607" "" "Brian Boru 2014 Commemorative Tartan" "Y=E7BE00GOLDEN YELLOW;N=808080MID GREY;R=DC0000RED;K=101010BLACK R/8N4R48K2N16R4N2R4N8R4N2R4N32Y4N2Y/8"
"House of Tartan" "1680" "" "Brides Plaid Artifact Tartan" "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;R=C80000RED;LR=D05054ROSE;W=E0E0E0WHITE; R/8W2A4P8W2G4B16W2P4A4W2A4P4W2P32W2P12W2P12W2P32W2P4A4W2A4P4W2R16LR12W/2"
"House of Tartan" "808" "" "British Columbia District Tartan" "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/8K4G16A16Y4A16R16K4R16A8R16W/4"
"House of Tartan" "2324" "" "British Energy Corporate Tartan" "K=101010BLACK;P=780078PURPLE;SB=A8ACE8SKY BLUE;Y=E8C000YELLOW; Y/6P2Y2P44K28SB/80"
"House of Tartan" "5977" "" "Brittany Hunting French Fancy Tartan" "T=60441CBROWN;LT=C8B898LIGHT BROWN;BR=B03000BRICK RED;LB=4898C4LIGHT BLUE;K=101010BLACK;Y=E8C000YELLOW; Y/6BR22LT16K8LT16K8LT16T54LB/8"
"House of Tartan" "6636" "" "Brittish Lions Corporate Tartan" "K=080808;W=E0E0E0WHITE;R=C80000RED;B=3D4367;Y=E8C000YELLOW;G=45983C; W/6G18R2Y4K2B18K4R2W8R2W4R/140"
"House of Tartan" "1334" "" "Brodie Hunting Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/4B16G16K16Y2K16R/4"
"House of Tartan" "1684" "" "Brodie of that Ilk &amp; the Burn Clan Tartan" "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/96W8B8K8R24B8R2Y/8"
"House of Tartan" "1192" "" "Brodie Red Clan Tartan" "K=101010BLACK;R=C80000RED;Y=E8C000YELLOW; K/6R30K22Y4K8R/6"
"House of Tartan" "1630" "" "Brodie Silver Clan Tartan" "DN=5C5C5CDARK GREY;N=888888GREY;LN=C0C0C0LIGHT GRAY;R=C80000RED;Y=E8C000YELLOW; R/6LN40N40DN40Y4DN40R/6"
"House of Tartan" "48" "" "Brooke Irish Family Tartan" "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/2A2B2K16G20K16R2W2Y/2"
"House of Tartan" "10652" "" "Brooks Brothers Signature Corporate Tartan" "MB=00506BMIDNIGHT BLUE;DY=FFD014GOLD;DG=006B1BDARK GREEN;DR=B30000DARK RED; MB/10DY2DG14DR2MB90DR10DY6MB8DY/6"
"House of Tartan" "2233" "" "Brough Family Tartan" "G=006818GREEN;CW=FCFCFCWILSON WHITE;XR=C80000BASIC RED;DB=202060DARK BLUE;CW=FCFCFCCLEAR;DG=003820DARK GREEN;DR=880000DARK RED; G/22DR6G18NB28W4NB28DR/40"
"House of Tartan" "432" "" "Brown Family Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/24R4B8R4B8K72R32G/8"
"House of Tartan" "1145" "" "Brown Castlehaven Artifact Tartan" "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/56R90B4W4K13Y3K3W3K3G18R14K3R7W/3"
"House of Tartan" "1739" "" "Brown Watch Trade Tartan" "K=101010BLACK;T=604000BROWN;G=005818GREEN; T/44K4T4K4T4K32G32K4G32K32T32K4T/4"
"House of Tartan" "1848" "" "Bruce (VS) Clan Tartan" "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R32G8R8G24R4G24R8G8R32Y4R32G8R8G24R4G24R8G8R32W4"
"House of Tartan" "1778" "" "Bruce County District Tartan" "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/2B2R14G4R4G12R2G12R4G4R16Y/2"
